"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.053029958E0,1.781378555E1,-3.573537827E1,-4.828466797E1,6.265586466E1
3.063073958E0,1.737528992E1,-3.579636765E1,-4.854779053E1,6.277076231E1
3.073117958E0,1.703075027E1,-3.582977295E1,-4.823211670E1,6.245123030E1
3.083160958E0,1.638097763E1,-3.634848022E1,-4.867590332E1,6.291972669E1
3.093204958E0,1.610857201E1,-3.667855835E1,-4.824530029E1,6.270894462E1
3.103248958E0,1.545557976E1,-3.676142120E1,-4.823760986E1,6.258709164E1
3.113291958E0,1.502552986E1,-3.741531754E1,-4.803967285E1,6.271748322E1
3.123335958E0,1.484884834E1,-3.780735016E1,-4.774426270E1,6.268491560E1
3.133378958E0,1.482419014E1,-3.846989059E1,-4.799291992E1,6.326934059E1
3.143422958E0,1.473950005E1,-3.907812500E1,-4.717749023E1,6.300847800E1
3.153466959E0,1.485213280E1,-3.953545761E1,-4.628027344E1,6.265382643E1
3.163509958E0,1.414186859E1,-4.054455566E1,-4.646990967E1,6.327168360E1
3.173553959E0,1.351282883E1,-4.096769714E1,-4.579974365E1,6.291713019E1
3.183597958E0,1.273326111E1,-4.154883957E1,-4.623028564E1,6.344825702E1
3.193640959E0,1.224781036E1,-4.173923492E1,-4.614892578E1,6.341841958E1
3.203684958E0,1.183797264E1,-4.161641693E1,-4.577490234E1,6.298734348E1
3.213727959E0,1.149769020E1,-4.190339661E1,-4.622644043E1,6.344269321E1
3.223771958E0,1.105653191E1,-4.172927094E1,-4.622528076E1,6.324836387E1
3.233815958E0,1.062647057E1,-4.175059128E1,-4.641711426E1,6.332915794E1
3.243858958E0,1.045023918E1,-4.177211761E1,-4.688018799E1,6.365429549E1
