"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.925208916E0,2.396220459E3,-6.884573364E1,-7.269641724E2,2.505012801E3
6.935252917E0,2.398854248E3,-6.311968613E1,-7.194258423E2,2.505206447E3
6.945296917E0,2.401115967E3,-5.784579086E1,-7.120842896E2,2.505148310E3
6.955340917E0,2.403271973E3,-5.295119476E1,-7.053414307E2,2.505199900E3
6.965385917E0,2.405238525E3,-4.847438812E1,-6.998795776E2,2.505464738E3
6.975429917E0,2.407022949E3,-4.452212524E1,-6.945098267E2,2.505610823E3
6.985473916E0,2.408491211E3,-4.071225739E1,-6.896947632E2,2.505626921E3
6.995517917E0,2.410158691E3,-3.721392822E1,-6.849821777E2,2.505883153E3
7.005561917E0,2.411121094E3,-3.390229797E1,-6.799533691E2,2.505392360E3
7.015605917E0,2.412378174E3,-3.078214836E1,-6.763405762E2,2.505584277E3
7.025650917E0,2.413451416E3,-2.808078003E1,-6.727528076E2,2.505620204E3
7.035694917E0,2.414253662E3,-2.560329819E1,-6.693169556E2,2.505446360E3
7.045738916E0,1.770598267E3,-1.613806030E3,-3.017412415E2,2.414629558E3
7.055782916E0,1.771216309E3,-1.611675659E3,-2.985401306E2,2.413261663E3
7.065826917E0,1.771624756E3,-1.609605591E3,-2.959962463E2,2.411866126E3
7.075870917E0,1.772256836E3,-1.607756958E3,-2.936965637E2,2.410816127E3
7.085914917E0,1.772722168E3,-1.606187744E3,-2.913149109E2,2.409823091E3
7.095959917E0,1.773189819E3,-1.604681641E3,-2.897576599E2,2.408975883E3
7.106003917E0,1.773577148E3,-1.603128418E3,-2.874013977E2,2.407944391E3
7.116047916E0,1.773859863E3,-1.601559937E3,-2.855824280E2,2.406892263E3
7.126091917E0,1.774242798E3,-1.600095947E3,-2.836603088E2,2.405973341E3
7.136135917E0,1.774756226E3,-1.598744751E3,-2.814472351E2,2.405193752E3
7.146179917E0,1.775253296E3,-1.597553955E3,-2.803345032E2,2.404639336E3
7.156223916E0,1.775508057E3,-1.596252686E3,-2.789927673E2,2.403807076E3
7.166268917E0,1.295503418E3,-1.847641968E3,2.373354492E2,2.269016982E3
7.176312916E0,1.295680298E3,-1.846512451E3,2.383156738E2,2.268301132E3
7.186356917E0,1.296094727E3,-1.845624512E3,2.398985596E2,2.267982076E3
7.196400917E0,1.296329834E3,-1.844961060E3,2.406716919E2,2.267658531E3
7.206444917E0,1.296501221E3,-1.844300293E3,2.420881348E2,2.267369765E3
7.216488916E0,1.296715332E3,-1.843528076E3,2.429981689E2,2.266961519E3
7.226533917E0,1.296735718E3,-1.842795654E3,2.433517456E2,2.266415544E3
7.236577666E0,1.296859131E3,-1.842060059E3,2.444572754E2,2.266007110E3
7.246621666E0,1.297022827E3,-1.841403320E3,2.451762695E2,2.265644678E3
7.256665667E0,1.297257935E3,-1.840835938E3,2.457382202E2,2.265379079E3
7.266709667E0,1.297491333E3,-1.840464844E3,2.467841187E2,2.265324922E3
7.276753667E0,1.297531128E3,-1.839853760E3,2.470198364E2,2.264876969E3
7.286797666E0,1.297379272E3,-1.839279053E3,2.476950684E2,2.264396886E3
7.296842667E0,1.297437988E3,-1.838836304E3,2.481796265E2,2.264123983E3
7.306886666E0,1.133242065E3,4.470476379E2,-2.587933350E1,1.218506836E3
7.316930667E0,1.133204712E3,4.472345276E2,-2.522515869E1,1.218526959E3
7.326974667E0,1.133225586E3,4.475612183E2,-2.479199219E1,1.218657423E3
7.337018667E0,1.133426758E3,4.478088379E2,-2.410168457E1,1.218921598E3
7.347062666E0,1.133426758E3,4.478088379E2,-2.410168457E1,1.218921598E3
7.357106667E0,1.133529785E3,4.481594543E2,-2.312908936E1,1.219127403E3
7.367151666E0,1.133526489E3,4.485218201E2,-2.304656982E1,1.219256031E3
7.377195667E0,1.133461792E3,4.489051514E2,-2.251275635E1,1.219326984E3
7.387239667E0,1.133650879E3,4.491646423E2,-2.244641113E1,1.219597078E3
7.397283667E0,1.133892578E3,4.494750061E2,-2.214648438E1,1.219930583E3
7.407327666E0,1.134067017E3,4.498156128E2,-2.145861816E1,1.220205948E3
7.417371667E0,1.134254517E3,4.501622925E2,-2.141015625E1,1.220507187E3
7.427416666E0,1.134120361E3,4.501639099E2,-2.077905273E1,1.220372201E3
7.437460667E0,1.134115723E3,4.504655457E2,-2.054656982E1,1.220475252E3
7.447504667E0,1.134169189E3,4.505079041E2,-2.005029297E1,1.220532317E3
7.457548667E0,1.134203491E3,4.506130676E2,-1.937060547E1,1.220592035E3
7.467592666E0,1.134203369E3,4.506694946E2,-1.961267090E1,1.220616620E3
7.477636667E0,-2.077537109E3,-1.011770508E3,-4.988275146E1,2.311347722E3
7.487680667E0,-2.077683105E3,-1.011535889E3,-4.944848633E1,2.311366932E3
7.497725667E0,-2.077397949E3,-1.011337952E3,-4.958856201E1,2.311026983E3
7.507769667E0,-2.077170410E3,-1.011162292E3,-4.908099365E1,2.310734740E3
7.517813667E0,-2.077259521E3,-1.011002075E3,-4.901446533E1,2.310743329E3
7.527857666E0,-2.077090576E3,-1.010923889E3,-4.897357178E1,2.310556379E3
7.537901666E0,-2.076896729E3,-1.010873779E3,-4.830273438E1,2.310346072E3
7.547945667E0,-2.076958496E3,-1.010630859E3,-4.833093262E1,2.310295913E3
7.557989667E0,-2.076927490E3,-1.010651917E3,-4.789459229E1,2.310268164E3
7.568034667E0,-2.076728760E3,-1.010521179E3,-4.778143311E1,2.310029970E3
7.578078667E0,-2.076772461E3,-1.010360840E3,-4.767382812E1,2.309996899E3
7.588122667E0,-2.076908691E3,-1.010263916E3,-4.693890381E1,2.310061937E3
7.598166666E0,-2.076786133E3,-1.010073120E3,-4.690234375E1,2.309867567E3
7.608210667E0,-2.076642090E3,-1.009966492E3,-4.617431641E1,2.309676763E3
7.618254667E0,-2.076590576E3,-1.009877563E3,-4.608850098E1,2.309589848E3
7.628298667E0,-2.076457275E3,-1.009786133E3,-4.633496094E1,2.309434948E3
7.638343667E0,-1.654302002E3,-7.109939575E2,9.873110352E2,2.053536121E3
7.648387667E0,-1.654119263E3,-7.107893066E2,9.872468872E2,2.053287216E3
7.658431666E0,-1.654016357E3,-7.106989746E2,9.875915527E2,2.053338798E3
7.668475667E0,-1.654138916E3,-7.107902832E2,9.880550537E2,2.053692082E3
7.678519667E0,-1.654181274E3,-7.105958862E2,9.880377808E2,2.053650617E3
7.688563667E0,-1.654239868E3,-7.106043091E2,9.886217651E2,2.053981748E3
7.698607666E0,-1.654021362E3,-7.106471558E2,9.885491333E2,2.053785635E3
7.708652667E0,-1.653969360E3,-7.107046509E2,9.886930542E2,2.053832929E3
7.718696666E0,-1.653984497E3,-7.106439209E2,9.893087769E2,2.054120579E3
7.728740667E0,-1.653692993E3,-7.105959473E2,9.891401978E2,2.053788072E3
7.738784667E0,-1.653787476E3,-7.105918579E2,9.894918823E2,2.054032129E3
7.748828667E0,-1.653672974E3,-7.106670532E2,9.900356445E2,2.054227967E3
7.758872666E0,-1.653723633E3,-7.105939941E2,9.899696045E2,2.054211648E3
7.768917667E0,-1.653724976E3,-7.106563110E2,9.904962158E2,2.054488121E3
7.778961666E0,-1.653405396E3,-7.105665283E2,9.900058594E2,2.053963436E3
7.789005667E0,-1.653402344E3,-7.105313721E2,9.902242432E2,2.054054087E3
7.799049667E0,2.384113037E3,4.609613647E2,-6.708558960E2,2.519231626E3
7.809093667E0,2.384133789E3,4.608400269E2,-6.710889282E2,2.519291131E3
7.819137666E0,2.384193115E3,4.606594238E2,-6.705334473E2,2.519166334E3
7.829181666E0,2.383953369E3,4.606216431E2,-6.706015015E2,2.518950642E3
7.839226666E0,2.383953369E3,4.606216431E2,-6.706015015E2,2.518950642E3
7.849270666E0,2.383987793E3,4.606201782E2,-6.702714233E2,2.518895100E3
7.859314667E0,2.383895264E3,4.604375305E2,-6.695258789E2,2.518575838E3
7.869358667E0,2.383868652E3,4.603949890E2,-6.696041870E2,2.518563691E3
7.879402667E0,2.383868164E3,4.601822510E2,-6.689634399E2,2.518354068E3
7.889446666E0,2.384033203E3,4.601711121E2,-6.689179688E2,2.518496181E3
7.899490667E0,3.933577576E2,9.479984283E1,-1.404730225E1,4.048637578E2
7.909535666E0,3.932779541E2,9.504164886E1,-1.361505127E1,4.048281534E2
7.919579667E0,3.932929688E2,9.506694794E1,-1.363739014E1,4.048494316E2
7.929623667E0,3.933719788E2,9.508261871E1,-1.372015381E1,4.049326619E2
7.939667667E0,3.935231323E2,9.505237579E1,-1.308245850E1,4.050513061E2
7.949711666E0,3.935684509E2,9.504529572E1,-1.332238770E1,4.051014932E2
7.959755667E0,3.935929565E2,9.507283020E1,-1.285046387E1,4.051165177E2
7.969799667E0,3.936792603E2,9.502182007E1,-1.333331299E1,4.052040023E2
7.979844667E0,3.939100952E2,9.507721710E1,-1.316497803E1,4.054357618E2
7.989888667E0,3.937171936E2,9.509111786E1,-1.260974121E1,4.052339507E2
7.999932667E0,3.937639160E2,9.514492035E1,-1.268450928E1,4.052943057E2
8.009976666E0,3.941192017E2,9.514835358E1,-1.219586182E1,4.056253115E2
8.020020667E0,3.944020691E2,9.519174957E1,-1.188879395E1,4.059012253E2
8.030064667E0,3.944649658E2,9.528665924E1,-1.243841553E1,4.060010725E2
8.040108667E0,3.944337158E2,9.531439209E1,-1.214611816E1,4.059683703E2
8.050153667E0,3.945687561E2,9.542038727E1,-1.224468994E1,4.061274259E2
8.060197667E0,3.947568359E2,9.558875275E1,-1.202197266E1,4.063430779E2
8.070241666E0,3.948684692E2,9.551190948E1,-1.140026855E1,4.064155496E2
8.080285667E0,3.948324585E2,9.562678528E1,-1.156048584E1,4.064121026E2
8.090329667E0,3.855410156E2,5.302503204E1,-1.364511719E2,4.123984130E2
8.100373667E0,3.855464478E2,5.300116730E1,-1.364495239E2,4.123998784E2
8.110417666E0,3.856368713E2,5.297850037E1,-1.360846558E2,4.123609482E2
8.120462667E0,3.856605530E2,5.288114166E1,-1.352639771E2,4.121004984E2
8.130506666E0,3.856650391E2,5.289649963E1,-1.354901733E2,4.121809664E2
8.140550666E0,3.857404480E2,5.275982285E1,-1.348377686E2,4.120200431E2
8.150594667E0,3.856669312E2,5.282886124E1,-1.347347412E2,4.119263537E2
8.160638667E0,3.857915344E2,5.275856018E1,-1.347628174E2,4.120431903E2
8.170682667E0,3.860145569E2,5.286484146E1,-1.339024048E2,4.119851740E2
8.180726666E0,3.860883179E2,5.297817993E1,-1.337143555E2,4.120077737E2
8.190771667E0,3.863183594E2,5.302637482E1,-1.337501221E2,4.122411507E2
8.200815666E0,3.864526367E2,5.296501160E1,-1.331403809E2,4.121617327E2
8.210859667E0,1.959063721E2,-8.713685608E1,-5.488986206E1,2.213256317E2
8.220903667E0,1.960143433E2,-8.717755127E1,-5.490744019E1,2.214415842E2
8.230947667E0,1.960500793E2,-8.717496490E1,-5.507272339E1,2.215132343E2
8.240991542E0,1.958595428E2,-8.719972992E1,-5.499716187E1,2.213355851E2
8.251035542E0,1.959667358E2,-8.727586365E1,-5.441854858E1,2.213174561E2
8.261080542E0,1.959974823E2,-8.739704132E1,-5.444699097E1,2.213994822E2
8.271124542E0,1.961668549E2,-8.749002838E1,-5.425289917E1,2.215385228E2
8.281168541E0,1.961966705E2,-8.757843018E1,-5.368362427E1,2.214611625E2
8.291212542E0,1.960725555E2,-8.766828156E1,-5.386318970E1,2.214303905E2
8.301256542E0,1.960330811E2,-8.769281006E1,-5.306686401E1,2.212127706E2
8.311300542E0,1.961213989E2,-8.769548798E1,-5.315695190E1,2.213137214E2
8.321344541E0,1.961213989E2,-8.769548798E1,-5.315695190E1,2.213137214E2
8.331389542E0,1.961837463E2,-8.771372986E1,-5.289724731E1,2.213139840E2
8.341433541E0,1.962321167E2,-8.774679565E1,-5.265951538E1,2.213132810E2
8.351477541E0,1.964616394E2,-8.760157776E1,-5.332876587E1,2.216194248E2
8.361521542E0,1.964789581E2,-8.756349182E1,-5.284909058E1,2.215047911E2
8.371565542E0,1.964773254E2,-8.749537659E1,-5.289340210E1,2.214870026E2
8.381609541E0,1.965106506E2,-8.734706116E1,-5.285794067E1,2.214495581E2
8.391653541E0,1.965599060E2,-8.729884338E1,-5.267489624E1,2.214306424E2
8.401698541E0,1.968608551E2,-8.724616241E1,-5.323251343E1,2.218102559E2
8.411742541E0,1.969646149E2,-8.724972534E1,-5.289120483E1,2.218221216E2
8.421786542E0,1.705799561E2,-9.814019775E1,-3.118432617E1,1.992523074E2
8.431830542E0,1.706091309E2,-9.806301880E1,-3.120294189E1,1.992422013E2
8.441874542E0,1.706750793E2,-9.809628296E1,-3.113488770E1,1.993044020E2
8.451918541E0,1.708118744E2,-9.802666473E1,-3.134423828E1,1.994201211E2
8.461962542E0,1.708479309E2,-9.789215851E1,-3.097442627E1,1.993271313E2
8.472007541E0,1.709714203E2,-9.779640198E1,-3.091888428E1,1.993773814E2
8.482051542E0,1.711509247E2,-9.770068359E1,-3.120495605E1,1.995289750E2
8.492095542E0,1.713049011E2,-9.755094147E1,-3.108691406E1,1.995694154E2
8.502139542E0,1.714974060E2,-9.733259583E1,-3.121844482E1,1.996486558E2
8.512183541E0,1.716621094E2,-9.725313568E1,-3.118206787E1,1.997457723E2
8.522227542E0,1.718297577E2,-9.713267517E1,-3.076501465E1,1.997666347E2
8.532271542E0,1.720442963E2,-9.714891052E1,-3.126586914E1,2.000367598E2
8.542315542E0,1.719473572E2,-9.710151672E1,-3.130078125E1,1.999358324E2
8.552360542E0,1.718611755E2,-9.696134949E1,-3.115979004E1,1.997716183E2
8.562404542E0,1.719810791E2,-9.678326416E1,-3.148754883E1,1.998398297E2
8.572448541E0,1.721280823E2,-9.669470978E1,-3.104388428E1,1.998541127E2
8.582492542E0,1.723998108E2,-9.660257721E1,-3.161297607E1,2.001327883E2
8.592536542E0,1.724467010E2,-9.630906677E1,-3.151776123E1,2.000166751E2
8.602580542E0,1.725558472E2,-9.613450623E1,-3.146301270E1,2.000182113E2
8.612624541E0,1.725120544E2,-9.603388977E1,-3.204467773E1,2.000244442E2
8.622669542E0,1.725755920E2,-9.596063995E1,-3.162683105E1,1.999775883E2
8.632713541E0,1.723653717E2,-9.569119263E1,-3.184228516E1,1.997011688E2
8.642757542E0,1.725336304E2,-9.566783905E1,-3.220703125E1,1.998936765E2
8.652801542E0,1.726040649E2,-9.549932861E1,-3.161920166E1,1.997800263E2
8.662845542E0,1.725366669E2,-9.542735291E1,-3.181524658E1,1.997185295E2
8.672889541E0,1.725981598E2,-9.528903198E1,-3.173260498E1,1.996924701E2
8.682933541E0,1.725929565E2,-9.500747681E1,-3.179223633E1,1.995632621E2
8.692978541E0,1.725303802E2,-9.488987732E1,-3.227728271E1,1.995310600E2
8.703022541E0,1.181591949E2,-7.125234985E1,-1.971362305E1,1.393812026E2
8.713066542E0,1.180053329E2,-7.100758362E1,-2.012036133E1,1.391839232E2
8.723110542E0,1.179803619E2,-7.082727051E1,-2.030407715E1,1.390975327E2
8.733154542E0,1.180681152E2,-7.054858398E1,-2.000006104E1,1.389862762E2
8.743198541E0,1.180844116E2,-7.040000916E1,-2.077905273E1,1.390390542E2
8.753242542E0,1.179616241E2,-7.031739807E1,-2.069622803E1,1.388805785E2
8.763287541E0,1.178664093E2,-7.006654358E1,-2.085357666E1,1.386963685E2
8.773331542E0,1.175708618E2,-6.983181763E1,-2.123925781E1,1.383853185E2
8.783375542E0,1.174451752E2,-6.973478699E1,-2.086633301E1,1.381727670E2
8.793419542E0,1.173530579E2,-6.960601807E1,-2.127410889E1,1.380917291E2
8.803463541E0,1.172719955E2,-6.933277893E1,-2.123852539E1,1.378797669E2
8.813507542E0,1.172719955E2,-6.933277893E1,-2.123852539E1,1.378797669E2
8.823551542E0,1.171713104E2,-6.921147156E1,-2.133203125E1,1.377475929E2
8.833595542E0,1.170906525E2,-6.897200012E1,-2.152117920E1,1.375882221E2
8.843640542E0,1.169093933E2,-6.898529053E1,-2.153704834E1,1.374431555E2
8.853684542E0,1.165305023E2,-6.861430359E1,-2.200164795E1,1.370085878E2
8.863728541E0,1.164555283E2,-6.862240601E1,-2.197833252E1,1.369451415E2
8.873772542E0,1.163801575E2,-6.849029541E1,-2.188946533E1,1.368006225E2
8.883816542E0,1.161484833E2,-6.821147919E1,-2.224157715E1,1.365209281E2
8.893860542E0,1.159405365E2,-6.812670898E1,-2.200830078E1,1.362637948E2
8.903904541E0,1.157658997E2,-6.801316833E1,-2.240802002E1,1.361236715E2
8.913949542E0,1.157695312E2,-6.798342896E1,-2.265264893E1,1.361523907E2
8.923993541E0,1.157179108E2,-6.794689178E1,-2.234899902E1,1.360400409E2
8.934037542E0,1.102890167E2,-4.071451187E1,-2.964050293E1,1.212431363E2
8.944081542E0,1.101487122E2,-4.060784912E1,-2.953051758E1,1.210528301E2
8.954125542E0,1.099860382E2,-4.049497604E1,-2.955780029E1,1.208736334E2
8.964169541E0,1.100791245E2,-4.032045364E1,-3.009527588E1,1.210325504E2
8.974213541E0,1.097998962E2,-4.046395111E1,-2.987322998E1,1.207715133E2
8.984258541E0,1.095633316E2,-4.020774841E1,-3.016485596E1,1.205433748E2
8.994302541E0,1.093458557E2,-4.021732330E1,-3.016052246E1,1.203478557E2
9.004346542E0,1.092471237E2,-4.014365768E1,-2.974084473E1,1.201289521E2
9.014390542E0,1.092279816E2,-4.013985062E1,-3.035028076E1,1.202626256E2
9.024434542E0,1.089676743E2,-4.015607071E1,-3.013092041E1,1.199763994E2
9.034478541E0,1.088691559E2,-3.997213364E1,-3.051605225E1,1.199228669E2
9.044522542E0,1.088578110E2,-3.984079361E1,-3.058038330E1,1.198852438E2
9.054566542E0,1.086759186E2,-3.982408905E1,-3.015600586E1,1.196068478E2
9.064611542E0,1.085365143E2,-3.986291122E1,-3.049981689E1,1.195803724E2
9.074655542E0,1.080872269E2,-3.984241486E1,-3.024267578E1,1.191003194E2
9.084699542E0,1.079338226E2,-3.997059631E1,-3.019775391E1,1.189927014E2
9.094743541E0,1.077609711E2,-3.982302475E1,-3.075250244E1,1.189286197E2
9.104787542E0,1.075881958E2,-3.995646286E1,-3.035565186E1,1.187148028E2
9.114831542E0,1.075309906E2,-3.997106934E1,-3.054278564E1,1.187158881E2
9.124875542E0,1.072921219E2,-3.989025879E1,-3.013922119E1,1.183689352E2
9.134920542E0,1.069863968E2,-3.990125275E1,-3.004003906E1,1.180703308E2
9.144964542E0,1.068305588E2,-3.986288834E1,-3.028704834E1,1.179793349E2
9.155008541E0,8.766566467E1,-1.663739777E1,-3.144116211E1,9.460770815E1
9.165052542E0,8.736495209E1,-1.667587662E1,-3.174621582E1,9.443803224E1
9.175096542E0,8.732461548E1,-1.674810028E1,-3.190997314E1,9.446869173E1
9.185140542E0,8.708117676E1,-1.675976944E1,-3.139996338E1,9.407432656E1
9.195184541E0,8.680182648E1,-1.674876785E1,-3.184680176E1,9.396433944E1
9.205229542E0,8.656922150E1,-1.683392715E1,-3.144317627E1,9.362843878E1
9.215273541E0,8.642909241E1,-1.693119049E1,-3.151519775E1,9.354069123E1
9.225317542E0,8.617794800E1,-1.709764862E1,-3.152844238E1,9.334351069E1
9.235362167E0,8.601595306E1,-1.714120483E1,-3.130938721E1,9.312809894E1
9.245406167E0,8.579003906E1,-1.713616562E1,-3.133966064E1,9.292875391E1
9.255450167E0,8.559145355E1,-1.715704346E1,-3.108502197E1,9.266358321E1
9.265494166E0,8.540280151E1,-1.734238052E1,-3.111804199E1,9.253501611E1
9.275538167E0,8.536343384E1,-1.740136337E1,-3.140594482E1,9.260700111E1
9.285583166E0,8.528930664E1,-1.758499908E1,-3.120477295E1,9.250532890E1
9.295627167E0,8.494341278E1,-1.760118866E1,-3.095397949E1,9.210501649E1
9.305671167E0,8.494341278E1,-1.760118866E1,-3.095397949E1,9.210501649E1
9.315715167E0,8.472245789E1,-1.775048828E1,-3.096600342E1,9.193404197E1
9.325759166E0,8.453990936E1,-1.780476761E1,-3.040948486E1,9.159008022E1
9.335803166E0,8.446595001E1,-1.799852753E1,-3.074316406E1,9.167107418E1
9.345847167E0,8.438675690E1,-1.807333374E1,-3.022021484E1,9.143867627E1
9.355891167E0,8.414593506E1,-1.811773300E1,-3.036700439E1,9.127401378E1
9.365936167E0,8.403157806E1,-1.815048981E1,-3.050561523E1,9.122137333E1
9.375980167E0,7.045185852E1,-5.773338318E0,-3.762716675E1,8.007870804E1
9.386024166E0,7.036479187E1,-5.794052124E0,-3.773281860E1,8.005336080E1
9.396068166E0,7.040125275E1,-6.044944763E0,-3.736984253E1,7.993361543E1
9.406112167E0,7.015715027E1,-6.192283630E0,-3.703994751E1,7.957592489E1
9.416156167E0,7.003347778E1,-6.316513062E0,-3.708352661E1,7.949700808E1
9.426200167E0,7.011849976E1,-6.497337341E0,-3.687722778E1,7.949056126E1
9.436245167E0,6.993383789E1,-6.385345459E0,-3.653549194E1,7.916032144E1
9.446289167E0,6.984979248E1,-6.576103210E0,-3.680960083E1,7.922869023E1
9.456333166E0,6.978529358E1,-6.818489075E0,-3.622604370E1,7.892278021E1
9.466377167E0,6.940103912E1,-6.997768402E0,-3.649954224E1,7.872540618E1
9.476421167E0,6.927655792E1,-7.172939301E0,-3.627206421E1,7.852614328E1
9.486465167E0,6.926038361E1,-7.239704132E0,-3.619638062E1,7.848306838E1
9.496509166E0,6.916390991E1,-7.359886169E0,-3.626815796E1,7.844229497E1
9.506553167E0,6.895801544E1,-7.369739532E0,-3.567813110E1,7.799006343E1
9.516598166E0,6.884898376E1,-7.347011566E0,-3.571414185E1,7.790802957E1
9.526642167E0,6.888871765E1,-7.529190063E0,-3.567935181E1,7.794459743E1
9.536686167E0,6.887052155E1,-7.752750397E0,-3.518508911E1,7.772544225E1
9.546730167E0,4.744449997E1,-4.949314117E0,-3.346527100E1,5.827006650E1
9.556774166E0,4.744413757E1,-5.120079041E0,-3.286566162E1,5.794232575E1
9.566818167E0,4.737409973E1,-5.172851562E0,-3.320062256E1,5.808050496E1
9.576862167E0,4.742307663E1,-5.278438568E0,-3.317706299E1,5.811650040E1
9.586907167E0,4.726301575E1,-5.449100494E0,-3.252172852E1,5.762940377E1
9.596951167E0,4.718212509E1,-5.398128510E0,-3.269897461E1,5.765861306E1
9.606995167E0,4.708476257E1,-5.598995209E0,-3.240637207E1,5.743253925E1
9.617039166E0,4.692250443E1,-5.693965912E0,-3.212719727E1,5.715154830E1
9.627083167E0,4.694329453E1,-5.802658081E0,-3.236651611E1,5.731435341E1
9.637127167E0,4.688586426E1,-5.994514465E0,-3.186425781E1,5.700481907E1
9.647171167E0,4.685510254E1,-6.063636780E0,-3.180059814E1,5.695126309E1
9.657215166E0,4.692588043E1,-6.221355438E0,-3.138897705E1,5.679798762E1
9.667260167E0,4.691287231E1,-6.252716064E0,-3.111682129E1,5.664071516E1
9.677304166E0,4.691487885E1,-6.448392868E0,-3.119897461E1,5.670946697E1
9.687348166E0,4.691566467E1,-6.512861252E0,-3.050207520E1,5.633714179E1
9.697392167E0,4.677941895E1,-6.564176559E0,-3.043676758E1,5.619429928E1
9.707436167E0,4.694225311E1,-6.780017853E0,-3.049694824E1,5.638800955E1
9.717480167E0,4.700051117E1,-6.929986954E0,-3.019024658E1,5.628964166E1
9.727524166E0,2.829500961E1,-4.222702026E0,-1.934197998E1,3.453333130E1
9.737568167E0,2.834911919E1,-4.353990555E0,-1.904931641E1,3.443118133E1
9.747613166E0,2.833602905E1,-4.332323074E0,-1.885858154E1,3.431247096E1
9.757657167E0,2.829114914E1,-4.337814331E0,-1.906848145E1,3.439204468E1
9.767701167E0,2.833914566E1,-4.664302826E0,-1.853912354E1,3.418423612E1
9.777745167E0,2.854065895E1,-4.754932404E0,-1.865020752E1,3.442395730E1
9.787789166E0,2.854065895E1,-4.754932404E0,-1.865020752E1,3.442395730E1
9.797833167E0,2.880595016E1,-4.835382462E0,-1.842291260E1,3.453356913E1
9.807877167E0,2.882876396E1,-4.944931030E0,-1.810211182E1,3.439820383E1
9.817922167E0,2.908909607E1,-4.986370087E0,-1.829406738E1,3.472336819E1
9.827966167E0,2.928721809E1,-5.050180435E0,-1.776544189E1,3.462450565E1
9.838010167E0,2.944273186E1,-5.123237610E0,-1.809600830E1,3.493690798E1
9.848054166E0,2.975102997E1,-5.115310669E0,-1.800573730E1,3.514963390E1
9.858098167E0,2.994902611E1,-5.362178802E0,-1.760449219E1,3.515131963E1
9.868142167E0,2.561930084E1,-7.529279709E0,-1.629663086E1,3.128288359E1
9.878186167E0,2.563552094E1,-7.738807678E0,-1.605126953E1,3.122038327E1
9.888230166E0,2.564668655E1,-7.788234711E0,-1.587780762E1,3.115307217E1
9.898275167E0,2.584500885E1,-7.872459412E0,-1.615368652E1,3.147827327E1
9.908319166E0,2.594008636E1,-8.023427963E0,-1.563122559E1,3.133047542E1
9.918363167E0,2.603115463E1,-8.201545715E0,-1.560949707E1,3.144109989E1
9.928407167E0,2.602142334E1,-8.300214767E0,-1.547534180E1,3.139258259E1
9.938451167E0,2.613757324E1,-8.438264847E0,-1.512536621E1,3.135528268E1
9.948495166E0,2.647824097E1,-8.516994476E0,-1.558282471E1,3.188198340E1
9.958539166E0,2.655331421E1,-8.594396591E0,-1.530932617E1,3.183265016E1
9.968583167E0,2.665668106E1,-8.528684616E0,-1.551757812E1,3.200175522E1
9.978628166E0,2.694232941E1,-8.676342010E0,-1.571502686E1,3.237483735E1
9.988672167E0,2.722834778E1,-8.679122925E0,-1.471429443E1,3.214374835E1
9.998716167E0,2.738315201E1,-8.940773010E0,-1.501953125E1,3.248631643E1
1.000876017E1,2.748097229E1,-9.093618393E0,-1.461120605E1,3.242506863E1
1.001880417E1,2.752362442E1,-9.221260071E0,-1.464459229E1,3.251223803E1
1.002884817E1,2.759119415E1,-9.220767975E0,-1.448596191E1,3.249830225E1
1.003889217E1,2.778911209E1,-9.527259827E0,-1.410760498E1,3.258877029E1
1.004893617E1,2.792395782E1,-9.591434479E0,-1.401434326E1,3.268248542E1
1.005898117E1,2.804402161E1,-9.795238495E0,-1.355181885E1,3.265066062E1
1.006902517E1,2.807588959E1,-9.888370514E0,-1.331549072E1,3.260885985E1
1.007906917E1,3.435526657E1,-1.620664024E1,-3.272781372E1,5.014029637E1
1.008911317E1,3.421504974E1,-1.619239044E1,-3.241116333E1,4.983318819E1
1.009915717E1,3.433470154E1,-1.607040977E1,-3.258688354E1,4.999034686E1
1.010920117E1,3.441536713E1,-1.617387772E1,-3.276077271E1,5.019243014E1
1.011924517E1,3.466680527E1,-1.611301804E1,-3.218405151E1,4.997229142E1
1.012929017E1,3.483390427E1,-1.608913612E1,-3.257382202E1,5.033204813E1
1.013933417E1,3.500053406E1,-1.602282524E1,-3.258596802E1,5.043425051E1
1.014937817E1,3.506502151E1,-1.599258995E1,-3.281033325E1,5.061458915E1
1.015942217E1,3.501942825E1,-1.585159492E1,-3.321707153E1,5.080361462E1
1.016946617E1,3.493215942E1,-1.578441620E1,-3.296591187E1,5.055843057E1
1.017951017E1,3.500180817E1,-1.562244987E1,-3.337203979E1,5.082204792E1
1.018955417E1,3.479230881E1,-1.561801910E1,-3.305068970E1,5.046558592E1
1.019959817E1,3.470819855E1,-1.547649956E1,-3.280911255E1,5.020576612E1
1.020964317E1,3.432807159E1,-1.522574997E1,-3.317739868E1,5.010967716E1
1.021968717E1,3.419754028E1,-1.524189758E1,-3.296810913E1,4.988670587E1
1.022973117E1,3.398392105E1,-1.525734329E1,-3.336514282E1,5.000926084E1
1.023977517E1,2.485797501E1,-1.416282082E1,-2.684661865E1,3.923321740E1
1.024981917E1,2.486923981E1,-1.410411072E1,-2.635498047E1,3.888431590E1
1.025986317E1,2.462420654E1,-1.397216034E1,-2.679943848E1,3.898439066E1
